powerTypes
PowerName,PowerID,OrderID,DevNotes,MissionTags,Priority,CastSoundEvent,HitSoundEvent,ItemHitSoundEvent,TargetMethod,ParentItem,OriginPower,IsAirPower,IsSignature,IsAntiair,SigModeSwapsMove,AoERadiusX,AoERadiusY,CenterOffsetX,CenterOffsetY,CastImpulseX,CastImpulseY,FireImpulseX,FireImpulseY,FireImpulseMaxX,ImpulseMaxOnDCOnly,SpeedLimit,SpeedLimitY,SpeedLimitAttack,SpeedLimitBackward,SpeedLimitAttackBackward,SelfImpulseOnHit,EndOnHit,CancelGravity,WallCancel,AllowMove,AllowRecoverMove,AllowJumpDuringRecover,AllowLeaveGround,AllowHitOnZeroDamage,AccelMult,BackwardAccelMult,TurnOffDampening,KeepGroundFriction,IgnoreGroundRestrict,DoNotBounceOffNoSlideCeiling,NoSlideCeilingBuffer,CastAnim,Hurtbox,CastTime,FixedRecoverTime,RecoverTime,AntigravTime,GCancelTime,IgnoreForcedFallTime,ShowCloudTime,CooldownTime,IgnoreCDOverride,OnHitCooldownTime,ShakeTime,DisableShake,OnlyShakeOnce,ShakeAllCams,FixedMinChargeTime,MinCancelTime,LoseInvulnTime,BaseDamage,VariableImpulse,FixedImpulse,MinimumImpulse,PostHitDamageMultiplier,PostHitImpulseMultiplier,ImpulseOffsetX,ImpulseOffsetY,ImpulseOffsetMaxX,ImpulseToPoint,ToPointChangeX,ToPointChangeY,ToPointChangeDmg,LockTo45Degrees,DownwardForceMult,MirrorImpulseOffset,MirrorOffsetCenter,IgnoreStrength,AcceptInput,HeldDirOffsets,DIMaxAngle,ImpulseOnHeavy,ItemSpeedDamage,ItemSpeedImpulse,ItemHitElasticity,AirTimeMultOnly,IsMultihit,MinTimeBetweenHits,InheritAlreadyHit,InterruptThreshold,CanDamageEveryone,CanAssist,ConsumesWeapon,FixedStunTime,HoldHitEnts,HoldOffsetX,HoldOffsetY,UpdateHeldEnts,DestroysItemOnHit,GrabInterpolateTime,GrabAnim,GrabAnimSpeed,GrabForceUpdate,Uninterruptable,CanChangeDirection,ComboName,ComboOverrideIfHit,ComboOverrideIfRelease,ComboOverrideIfWall,ComboOverrideIfButton,OriginOverrideIfInMode,ComboOverrideIfDir,ComboOverrideIfInterrupt,IgnoreButtonOnHit,IgnoreButtonOnMiss,ComboUseSameTargetPos,UseCollisionAsTargetPos,ComboUseTargetAsSource,ComboUseSameSourcePos,BGPowerOnFire,BGCastIdx,AllowBGInterrupt,PopulateActivePowerHits,PopulateBGHits,ExhaustedVersion,GCVersion,MomentumVersion,TeamTauntPower,AnimLayer,FXLayer,IsWorldCastGfx,CustomArtCastGfx,DelayCastGfxToFirstFire,DelayCastGFXCleanUp,CastAnimSource,DoNotSendSync,IsThrow,CannotAttackAroundCorners,ForceHitThroughSoftPlat,ForceFaceRight,CollisionPowerOffSetX,CollisionPowerOffSetY,CastGfx.AnimFile,CastGfx.AnimClass,CastGfx.AnimScale,CastGfx.FireAndForget,CastGfx.MoveAnimSpeed,CastGfx.FlipAnim,CastGfx.Tint,CastGfxRotation,IsWorldFireGfx,IsAttackFireGfx,CustomArtFireGfx,FireAnimSource,FireGfx.AnimFile,FireGfx.AnimClass,FireGfx.AnimScale,FireGfx.FireAndForget,FireGfx.MoveAnimSpeed,FireGfx.FlipAnim,FireGfx.Tint,FireGfxRotation,IsWorldHitGfx,OnlyOnceHitGfx,OwnerFacingHitGfx,PlayHitGfxBehind,HitAnimSource,HitReactAnim,HitGfx.AnimFile,HitGfx.AnimClass,HitGfx.AnimScale,HitGfx.FireAndForget,HitGfx.Tint
SwordSmashDownComboSamurai,881,881,,,,SPC_Samurai_Sword_Dash_Play,IMP_Sword_Play,,SmashRelease,Sword,SwordSmashDownSamurai,,TRUE,,,"0,80,80,137&101,80&61","0,80,80,18&37,17&31","0,0,0,24&9,96&108","0,0,0,19&20,2&4",,,"0,1720,0,0,30~15",0,,,,,,,,,,TRUE,,,,,,,,,,,,,,,KojiDSword,"0:6@33-35,1@36,1:4,0:1@38,0:1@39-39",21@52,,,17,,6,,,,,,,,,,,"0,0,0,26,26","0,0,0,53,53","0,0,0,65,65",,,,1500,-1600,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,Feet,,,TRUE,,,,,SFX_Sword.swf,a_SFXAttackSpecialSamurai2_Rear,1,true,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
BowSmashNeutralSamurai,882,882,,"Bow,Special",,L:SPC_Samurai_Buildup_Play,,,Smash,Bow,,,TRUE,,,,,,,,,"0,0",,"59,0",,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialSamurai4,KojiNBow,"0,70",,,,,,,22,,14,,,,,10,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,BowSmashNeutralComboSamurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashNeutralComboSamurai,883,883,,,,SPC_Samuari_Bow_Fire_A_Play,IMP_Bow_Play,,SmashReleaseRangedAoE,Bow,BowSmashNeutralSamurai,,TRUE,TRUE,,"14&22&23,13&18&16&15,9&15&15","195&79&40,27&41&35&27,102&24&36","-9&-9&-9,-15&-15&-8&-16,-18&-18&-16","-308&-402&-141,-513&-452&-377&-327,-450&-516&-435",,,,0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,KojiNBow,"3:1@32,0:2,0:1",19@43,,,13,,10,,,,,,,,,,,22,50,79,,,,,-200,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:Feet,SFX_Bow.swf,a_BFXAttackSpecialSamurai4_IW,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
BowSmashSideSamurai,884,884,,"Bow,Special",,L:SPC_Samurai_Buildup_Play,,,Smash,Bow,,,TRUE,,,,,,,,,"65~40~10,!",,"80~55~26,!",,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialSamurai1,KojiSBow,"0:17@1-7,45",,,,,,12,20,,13,,,,,18,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,BowSmashSideComboSamurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashSideComboSamurai,885,885,,,,SPC_Samuari_Bow_Fire_B_Play,IMP_Bow_Play,,SmashReleaseRangedAoE,Bow,BowSmashSideSamurai,,TRUE,,,"191&10,115","8&23,9","258&78,353","-10&-12,-9",,,,5,,,,,,,,,,,,,,,TRUE,,,,,,,,,,KojiSBow,"3:1@27,0:2",22@36,,,10,10,0,,,,,,,,,,,22,50,73,,,,1000,-200,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:Feet,SFX_Bow.swf,a_BFXAttackSpecialSamurai1_IW,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
BowSmashDownSamurai,886,886,,"Bow,Special",,L:SPC_Samurai_Buildup_Play,,,Smash,Bow,,,TRUE,,,,,,,,,"-108,0,-48,0,!",,"100,36,70,36,!",,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialSamurai3,,"0,0,2,0,60",,,,,,,18,,12,,,,,7,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BowSmashDownComboSamurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashDownComboSamurai,887,887,,,,SPC_Samurai_Bow_Wood_Play,IMP_Unarmed_Punch_Play,,SmashRelease,Bow,BowSmashDownSamurai,,TRUE,TRUE,,"54&28&31&20&15&14,87&84&78&64&51&37,34&31&15","20&15&15&20&15&38,21&41&45&38&19&14,15&22&33","193&145&282&261&98&78,214&224&217&200&181&153,134&141&146","38&49&75&51&67&50,59&23&-29&-68&-101&-127,-129&-108&-87",0,0,"152~0,0,0",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,"7:1@32,0:2@33,0:2@34",0,0,12,,,,0,,,,,,,,,,10,0,150,,,,297,-230,,31,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,BowSmashDownMissSamurai,BowSmashDownHitSamurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactPierce_Random_1_3,1.2,true,
BowSmashDownHitSamurai,888,888,,,,[10]SPC_Samuari_Bow_Fire_C_Play,IMP_Bow_Play,,SmashRelease,Bow,BowSmashDownSamurai,,TRUE,TRUE,,"20&15&15&23&20&15,16&15&15&15","30&23&22&30&26&25,15&15&15&15","100&162&206&254&297&332,271&310&344&380","-95&-130&-160&-194&-218&-242,-204&-227&-251&-272",,0,,0,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,AttackSpecialSamurai3Hit,,"16:1@7,0:2@8",20@17,,12,,,,,,,,,,,,,,14,51,69,,,,750,-500,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,Feet,,,TRUE,,,,,SFX_Bow.swf,a_SFXAttackSpecialSamurai3b_IW,1,true,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactPierce_Random_1_3,1.2,true,
BowSmashDownMissSamurai,889,889,,,,,IMP_Bow_Play,,SmashRelease,Bow,BowSmashDownSamurai,,TRUE,,,,,,,,0,,0,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,0,22,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:Feet,SFX_Bow.swf,a_SFXAttackSpecialSamurai3b_IW,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactPierce_Random_1_3,1.2,true,
BowSmashNeutralMarksman,890,890,,"Bow,Special",,L:SPC_MonsterHunter_Bow_Buildup_Play,,,Smash,Bow,,,TRUE,,,200,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialMarksman3,MarksmanNBow,"0@1,0:5,72@23",,,,,,,18,,12,,,,,5,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BowSmashNeutralComboMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashNeutralComboMarksman,891,891,,,,SPC_MonsterHunter_Bow_Swing_A_Play,Once:IMP_Bow_Play,,SmashReleaseGrab,Bow,BowSmashNeutralMarksman,,TRUE,TRUE,,"80,83&76&48.5,45.5&56&46,53.5&45&47,51&66&43.5,32&70&23.5,80","80,45&32.5&32.5,38.5&51.5&49.5,65.5&41.5&65,60.5&84.5&54,30&35.5&30,80","0,37&68&-9,59&102&152,156&126&183,165&167&171,170&113&207,0","0,-127&-144&-119,-130&-99&-71,-57&-112&-18,-60&2&56,65&77&38,0",0,0,"58~55~47,44~41,39~38,37~36,35,35~33,33","-75~-55~-41,-38~-36,-30,-28,-27~-16,-11,-11",,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanNBow,"3:5@27,0:2@28,0:1@29,0:2@30,0:1@31,0:1@32,0@33",0,0,,3,,2,0,,,,true,,,,,,"0,t3,t2,t3,t2,t2,0",0,"0,75~105,105~75,55,44,80,0",,,,"0,225~240,250,255,260,375~363,0","0,-115~-95,-85~-65,-45~-10,5~35,269~266,0",,42,,,,,,,,,,,,,,,,,true,,,,,,,45,,,,,,,,,,,,BowSmashNeutralMissMarksman,BowSmashNeutralHitMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactPierce_Random_1_3,1,true,
BowSmashNeutralHitMarksman,892,892,,,,,,,SmashReleaseGrabHit,Bow,BowSmashNeutralMarksman,,TRUE,TRUE,,,,,,-8,-15,"!,!,31,!","!,!,3,!",,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackSpecialMarksman3Hit,MarksmanNBow2,"0@1,11:1@8,0@9,4",0,,12,0,,0,,,,,true,,,,,,"1,0,0,0",,"75,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,true,340,170,true,,320,,,,,,BowSmashNeutralReleaseMarksman,,,,,,,,,,,,,,BowSmashNeutralBGMarksman,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashNeutralReleaseMarksman,893,893,,,,,,,SmashReleaseGrabHit,Bow,BowSmashNeutralMarksman,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanNBow2,0,10,,,0,,0,,,,,true,,,,,,15,45,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashNeutralMissMarksman,894,894,,,,,,,SmashRelease,Bow,BowSmashNeutralMarksman,,TRUE,,,,,,,,,35,16,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanNBow,0,22@45,,12,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashNeutralBGMarksman,895,895,launched bomb on hit,,,SPC_MonsterHunter_Bow_Fire_Play,,,SmashReleasePath,Bow,BowSmashNeutralMarksman,,TRUE,TRUE,,42,42,144~263~442,25~130~295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:4,0,0,,,,,,,,,,,,,,,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,true,,,,,17,,,,,,,,,,,,BowSmashNeutralBGHitMarksman,,BowSmashNeutralBGReleaseMarksman,,,,,,,,,,,,,,,,,,,,,,,true,,,,L:TargetPos,,,,,,,,SFX_Bow.swf,a_ArrowBombHunter,1,false,,,,2.275~2.315~2.317,,,,,,,,,,,,,,,,,,,,,,,
BowSmashNeutralBGHitMarksman,896,896,explosion if it times out or hits a player,,,SPC_MonsterHunter_Pistol_N_Explode_Play,,,SmashReleaseRangedAoE,Bow,BowSmashNeutralMarksman,,TRUE,TRUE,,75,75,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0:1,0:4",1,0,,,,,,,,,,,,,,,15,45,55,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,true,,,,,17,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,SFX_Bow.swf,a_BFXAttackSpecialMarksman3Air,1.1,true,,,,,,,,,,,,,,,
BowSmashNeutralBGReleaseMarksman,897,897,explosion if it hits the ground,,,SPC_MonsterHunter_Pistol_N_Explode_Play,,,SmashReleaseRangedAoE,Bow,BowSmashNeutralMarksman,,TRUE,TRUE,,75,75,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:1,1,0,,,,,,,,,,,,,,,15,45,55,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,true,,,,,17,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,true,,,First:TargetPos,SFX_Bow.swf,a_BFXAttackSpecialMarksman3Ground,1.1,true,,,,,,,,,,,,,,,
BowSmashSideMarksman,898,898,,"Bow,Special",,L:SPC_MonsterHunter_Bow_Buildup_Play,,,Smash,Bow,,,TRUE,,,,,,,,,"100~0,100~0,100~0,100~0,90~0,!",,"130~0,130~0,130~0,130~0,120~44,!",,40,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialMarksman4,MarksmanSBow,"3:1,1:1,1:1,1:1,0:1,40",,,,,,12,20,,13,,,,,11,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,BowSmashSideComboMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashSideComboMarksman,899,899,,,,[6]SPC_MonsterHunter_Bow_Swing_B_Play,Once:IMP_Bow_Play,,SmashRelease,Bow,BowSmashSideMarksman,,TRUE,,,"85&66&80,44&60&55,72&56&44,96,53&50&50,27&32&27&22,67.5&85&79.5,104.5&86.5","28&43&35,39&54&57,49&38&23,50,40&45&34,22&27&26&20,26&34.5&35.5,30.5&40.5","140&138&157,185&214&251,190&180&173,22,-82&-106&-55,-126&-97&-66&-38,-81&-47&-16,-30&-7","39&42&27,32&8&-29,-48&-29&-82,-64,-49&-70&-20,-64&-45&-19&2,-9&-26&-36,-12&-14",,0,"120~0~0,50~0,85~5~0,200~30,30,115~30~30,95~25,35~5",,,,,,,,,,,TRUE,,,,,,,,,,,,,,,MarksmanSBow,"6:2@28,0:1@29,0:2@30,0:2@31,0:1@32,0:2@33,0:1@34,0:3@35",,,,,,0,,,,,,,,,,,"11,11,11,11,11,11,0,0",0,"90,90,90,90,90,90,0,0",,,,"619,600,568,491~436,425~415,371~349,0,0","-49,-49,-49,-49,-49,-49,0,0",,32,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,BowSmashSideCombo2Marksman,,,,,,,,,,,,,,,,,,,,,,,TOP,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,#3:Feet,SFX_Bow.swf,a_Bowsparks,1,TRUE,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
BowSmashSideCombo2Marksman,900,900,,,,[6]SPC_MonsterHunter_Bow_Swing_C_Play,IMP_Bow_Play,,SmashRelease,Bow,BowSmashSideMarksman,,TRUE,,,"80,52&52&73&44,36&56&32,80","80,37&41&37&28,73&64&38,80","0,101&152&166&164,152&173&209,0","0,11&-6&-24&-60,-44&-44&-39,0",,0,"65~0,55~0,0,0",,,,,,,,,,,TRUE,,,,,,,,,,,,,,,MarksmanSBow,"1:1@36,2:2@38,0:1@39,0:2@40-40",18@47,,,8,,0,,,,,,,,,,,"0,17,17,0","0,47,47,0","0,69,69,0",,,,1000,-150,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTTOM,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,#8:Feet,SFX_Bow.swf,a_Bowsparks2,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
BowSmashDownMarksman,901,901,,"Bow,Special",,L:SPC_MonsterHunter_Bow_Buildup_Play,,,Smash,Bow,,,TRUE,,,,,,,,,0,,52,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialMarksman2,MarksmanDBow,"0@1,70@22",,,,,,,22,,14,,,,,10,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,BowSmashDownComboMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashDownComboMarksman,902,902,,,,SPC_MonsterHunter_Bow_Swing_A_Play,IMP_Bow_Play,,SmashReleaseGrab,Bow,BowSmashDownMarksman,,TRUE,,,"48&41,43&72&68,33&56&54&50","18&22,27&26&27,42&54&53&37","52&24,109&132&172,127&186&161&219","51&32,47&31&18,11&-37&-16&-76",,0,0,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,MarksmanDBow,"2:1@27,0:1@28,0:3@29-29",1,0,,,,,,,,,,,,,,,10,0,85,,,,165,-565,,39,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,BowSmashDownMissMarksman,BowSmashDownHitMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
BowSmashDownHitMarksman,903,903,,,,[20]SPC_MonsterHunter_Bow_GrappleFire_Play,,,SmashReleaseGrabHit,Bow,BowSmashDownMarksman,,TRUE,,,,,,,,,"!,!,70~0,50~0",,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,R:AttackSpecialMarksman2Hit,MarksmanDBow2,"0@1,18:20@8,0:1@16,2:1@17",0,,,,,,,,,,,,,,,,"1,0,0,0",0,0,,,,55,-184,,,,,,,,,,,,,,,,,,,,,,,,,,48,true,255,-72,true,,304,,,,,,BowSmashDownReleaseMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
BowSmashDownReleaseMarksman,904,904,,,,SPC_MonsterHunter_Bow_GrappleSwing_Play,,,SmashReleaseGrabRelease,Bow,BowSmashDownMarksman,,TRUE,,,,,,,,,"0,31,!",,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,MarksmanDBow2,"0@17,0,6",21@28,,,8,,1,,,,,,,,,,,"13,0,0","42,0,0","80,0,0",,,,3600,1400,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowSmashDownMissMarksman,905,905,,,,,,,SmashRelease,Bow,BowSmashDownMarksman,,TRUE,,,80,80,0,0,5,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanDBow,0@30,20@39,,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashNeutralMarksman,906,906,,"Pistol,Special",,L:SPC_MonsterHunter_Pistol_N_Throw_Play,,,Smash,Pistol,,,TRUE,,,,,,,,,"!,-50~0,-50~0,-60~0,!",,"!,30~0,10~0,-20~0,!",,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialMarksman2,MarksmanNPistol,"2@4,9:1@8,1:1@9,0:1@10,30",,0,,,,10,16,,11,,,,,15,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,PistolSmashNeutralComboMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashNeutralComboMarksman,907,907,,,,SPC_MonsterHunter_Pistol_N_Fire_Play[5]SPC_MonsterHunter_Pistol_N_Explode_Play,IMP_Pistol_Play,,SmashReleaseRangedAoE,Pistol,PistolSmashNeutralMarksman,,TRUE,TRUE,,"83.5&58.5,53.5&44.5&54&39,78&36.5&39&58.5,89.5&40&25.5&64&42.5,83.5&48&52.5&44.5,104,80,80,80,80","49.5&43.5,47.5&59.5&61.5&39,78&39.5&31&52.5,60.5&54&49&44.5&40,85&51.5&47&38,112.5,80,80,80,80","256&282,218&258&283&338,259&182&344&291,267&189&362&262&332,277&330&189&338,347,0,0,0,0","-298&-351,-292&-334&-329&-393,-324&-266&-392&-293,-297&-266&-279&-339&-378,-319&-270&-264&-388,-276,0,0,0,0",,0,"!,!,!,!,!,!,40~0,75~0,75~0,50~0",,,,,,,,,,,,,,,,,,,,,,,,,,MarksmanNPistol,"3:1@26,0:2,0:1,0:2,0:2@32,0:1@32,5:1@35,0:1@36,0:1@37,0:1@38",9@44,,,4,,0,,,,,,,,,,,"27,27,27,27,27,0,0,0,0,0","54,54,54,54,54,0,0,0,0,0","64,64,64,64,64,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:Feet,SFX_Pistols.swf,a_HunterMultiBomb,1,TRUE,,,,,,,,,,,,,,,
PistolSmashSideMarksman,908,908,,"Pistol,Special",,L:SPC_MonsterHunter_Pistol_Buildup_Play,,,Smash,Pistol,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialMarksman1,MarksmanSPistol,"0@1,79@23",,0,,,,,19,,13,,,,,4,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,PistolSmashSideComboMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashSideComboMarksman,909,909,,,,SPC_MonsterHunter_Pistol_S_Fire_Play,,,SmashRelease,Pistol,PistolSmashSideMarksman,,TRUE,TRUE,,,,,,,0,135~54~53~95~51~50~49~48~47,-13~-9,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanSPistol,5:8@27,,,,6,,4,,,,,,,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,PistolSmashSideCombo2Marksman,,,,,,,,,,,,,,,,,,,,,,,TOP,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashSideCombo2Marksman,910,910,,,,SPC_MonsterHunter_Pistol_S_Fire_A_Play,IMP_Pistol_Play,,SmashReleaseRangedAoE,Pistol,PistolSmashSideMarksman,,TRUE,TRUE,,60.5&40&40.5&33.5,58&44.5&59.5&20,334&368&307&346,-109&-114&-112&-61,,0,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanSPistol,0:1@31,1,,,0,,0,,,,,,,,,,,27,53,65,,,,1000,-500,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,PistolSmashSideCombo3Marksman,,,,,,,,,,,,,,,,,,,,,,,TOP,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:OffsetTarget,SFX_Pistols.swf,a_PFXAttackSpecialMarksman1a_Rear,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
